"Domain","Convex module","Convex export","Kind","Source","Frontend callers","Tables","Indexes","Authorization","Tenant scope","Side effects","Decision","Next service","Next endpoint/action","Request contract","Response contract","Migration script","Tests","Status","Owner","Cutover","Rollback"
"website","cms","listNewsAndAwards","query","convex/cms.ts:336","src/pages/admin/AdminCMSNews.tsx:15 (useQuery) | src/pages/public/NewsPage.tsx:10 (useQuery)","newsAndAwards","by_type","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ type: v.optional(v.union(v.literal(""award""), v.literal(""press_release""), v.literal(""firm_news""))), }","observed return expressions: news.sort((a, b) => new Date(b.date).getTime() - new Date(a.date).getTime())","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","listPracticeAreas","query","convex/cms.ts:39","src/pages/admin/AdminCMSPracticeAreas.tsx:23 (useQuery) | src/pages/public/HomePage.tsx:106 (useQuery) | src/pages/public/PracticeAreasPage.tsx:68 (useQuery)","practiceAreas","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ isActive: v.optional(v.boolean()), }","observed return expressions: areas | areas.filter(a => a.isActive === args.isActive)","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","listPublicTeam","query","convex/cms.ts:420","src/pages/public/HomePage.tsx:108 (useQuery) | src/pages/public/LawyerDirectoryPage.tsx:43 (useQuery) | src/pages/public/PublicLawyerProfilePage.tsx:14 (useQuery)","users","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{}","observed return expressions: users.filter( (u) => u.isPublicFacing && u.isActive && u.role !== ""client"", )","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","listResources","query","convex/cms.ts:268","src/pages/admin/AdminCMSResources.tsx:14 (useQuery) | src/pages/public/ResourcesPage.tsx:12 (useQuery)","resources","by_category","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ category: v.optional(v.string()), }","observed return expressions: resources.sort((a, b) => new Date(b.publishedDate).getTime() - new Date(a.publishedDate).getTime())","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","listTestimonials","query","convex/cms.ts:433","src/pages/admin/AdminCMSTestimonials.tsx:14 (useQuery) | src/pages/public/HomePage.tsx:107 (useQuery)","testimonials","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ isApproved: v.optional(v.boolean()) }","observed return expressions: rows","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","reorderNavigationLinks","mutation","convex/cms.ts:609","src/pages/admin/AdminCMSNavigation.tsx:21 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id1: v.id(""navigation""), order1: v.number(), id2: v.id(""navigation""), order2: v.number(), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","subscribeNewsletter","mutation","convex/cms.ts:517","src/pages/public/PublicLayout.tsx:25 (useMutation)","leads | newsletterSubscribers","by_email","no explicit auth helper detected","no explicit tenant scope detected","communication | database patch | inserts: leads|newsletterSubscribers","migrate","TBD","/api/v1 TBD","{ email: v.string() }","observed return expressions: { success: true, alreadySubscribed: false } | { success: true, alreadySubscribed: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateBlogPost","mutation","convex/cms.ts:132","src/pages/admin/AdminCMSBlog.tsx:19 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""blogPosts""), title: v.string(), slug: v.string(), category: v.string(), excerpt: v.string(), content: v.string(), coverImageUrl: v.optional(v.string()), author: v.string(), status: v.union(v.literal(""draft""), v.literal(""published"")), publishDate: v.string(), seoTitle: v.optional(v.string()), seoDescription: v.optional(v.string()), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateCareer","mutation","convex/cms.ts:203","src/pages/admin/AdminCMSCareers.tsx:19 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""careers""), title: v.string(), department: v.string(), location: v.string(), type: v.union(v.literal(""full_time""), v.literal(""part_time""), v.literal(""contract""), v.literal(""internship"")), description: v.string(), requirements: v.array(v.string()), isActive: v.boolean(), postedDate: v.string(), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateJobApplicationStatus","mutation","convex/cms.ts:255","src/pages/admin/AdminCMSCareers.tsx:21 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""jobApplications""), status: v.union(v.literal(""new""), v.literal(""reviewed""), v.literal(""interviewed""), v.literal(""rejected""), v.literal(""hired"")), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateNavigationLink","mutation","convex/cms.ts:574","src/pages/admin/AdminCMSNavigation.tsx:19 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""navigation""), label: v.optional(v.string()), url: v.optional(v.string()), location: v.optional(v.union(v.literal(""header""), v.literal(""footer_col_1""), v.literal(""footer_col_2""))), order: v.optional(v.number()), isActive: v.optional(v.boolean()), parentId: v.optional(v.id(""navigation"")), openInNewTab: v.optional(v.boolean()), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateNewsAndAward","mutation","convex/cms.ts:364","src/pages/admin/AdminCMSNews.tsx:17 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""newsAndAwards""), title: v.optional(v.string()), excerpt: v.optional(v.string()), content: v.optional(v.string()), date: v.optional(v.string()), type: v.optional(v.union(v.literal(""award""), v.literal(""press_release""), v.literal(""firm_news""))), linkUrl: v.optional(v.string()), imageUrl: v.optional(v.string()), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updatePracticeArea","mutation","convex/cms.ts:67","src/pages/admin/AdminCMSPracticeAreas.tsx:25 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""practiceAreas""), title: v.string(), description: v.string(), icon: v.string(), slug: v.string(), isActive: v.boolean(), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateResource","mutation","convex/cms.ts:299","src/pages/admin/AdminCMSResources.tsx:16 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""resources""), title: v.optional(v.string()), description: v.optional(v.string()), category: v.optional(v.string()), coverImageUrl: v.optional(v.string()), fileUrl: v.optional(v.string()), isGated: v.optional(v.boolean()), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateSettings","mutation","convex/cms.ts:19","src/pages/admin/AdminCMSAbout.tsx:36 (useMutation) | src/pages/admin/AdminCMSDashboard.tsx:53 (useMutation) | src/pages/admin/AdminCMSNavigation.tsx:22 (useMutation)","cmsSettings","by_key","requireRole; roles=admin","no explicit tenant scope detected","database patch | inserts: cmsSettings","migrate","TBD","/api/v1 TBD","{ settings: v.array(v.object({ key: v.string(), value: v.any() })), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","updateTestimonial","mutation","convex/cms.ts:459","src/pages/admin/AdminCMSTestimonials.tsx:16 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""testimonials""), clientName: v.optional(v.string()), company: v.optional(v.string()), quote: v.optional(v.string()), rating: v.optional(v.number()), isApproved: v.optional(v.boolean()), avatarUrl: v.optional(v.string()), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"website","cms","upsertLegalPage","mutation","convex/cms.ts:496","","legalPages","by_slug","requireRole; roles=admin","no explicit tenant scope detected","database patch | inserts: legalPages","migrate","TBD","/api/v1 TBD","{ slug: v.union(v.literal(""privacy-policy""), v.literal(""terms"")), title: v.string(), content: v.string(), }","observed return expressions: ctx.db.insert(""legalPages"", { ...args, updatedAt }) | existing._id","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","communications","listOutboundLog","query","convex/communications.ts:10","","auditLog","","requireRole; roles=admin","no explicit tenant scope detected","audit","migrate","CommunicationService","/api/v1/communications/email","{}","observed return expressions: logs .filter((l) => l.action.startsWith(""comms."")) .sort((a, b) => b._creationTime - a._creationTime) .slice(0, 100)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","communications","sendEmail","mutation","convex/communications.ts:22","src/pages/admin/AdminFinancePage.tsx:31 (useMutation)","auditLog | firmSettings","","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | inserts: auditLog","migrate","CommunicationService","/api/v1/communications/email","{ to: v.string(), subject: v.string(), body: v.string(), relatedId: v.optional(v.string()), }","observed return expressions: { success: true, delivered: provider !== ""none"", message: provider === ""none"" ? ""Email logged locally. Configure email provider in System Settings to send."" : ""Email dispatched via configured provider."", }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","communications","sendHearingReminder","mutation","convex/communications.ts:97","","auditLog | firmSettings | notifications","","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | inserts: auditLog|notifications | notification","migrate","CommunicationService","/api/v1/communications/email","{ userId: v.id(""users""), hearingSummary: v.string(), phone: v.optional(v.string()), relatedId: v.optional(v.string()), }","observed return expressions: { success: true }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","communications","sendSms","mutation","convex/communications.ts:60","","auditLog | firmSettings","","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | inserts: auditLog","migrate","CommunicationService","/api/v1/communications/email","{ to: v.string(), body: v.string(), relatedId: v.optional(v.string()), }","observed return expressions: { success: true, delivered: provider !== ""none"", message: provider === ""none"" ? ""SMS logged locally. Configure Sparrow/Aakash/Twilio in System Settings to send."" : ""SMS dispatched via configured provider."", }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"matters","conflictChecks","listRecentChecks","query","convex/conflictChecks.ts:51","src/pages/admin/AdminConflictChecker.tsx:44 (useQuery)","conflictChecks","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{}","observed return expressions: checks","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"matters","conflictChecks","logSearch","mutation","convex/conflictChecks.ts:5","src/pages/admin/AdminConflictChecker.tsx:42 (useMutation)","conflictChecks | users","by_token","no explicit auth helper detected","no explicit tenant scope detected","inserts: conflictChecks","migrate","TBD","/api/v1 TBD","{ searchQuery: v.string(), hitsCount: v.number(), runByName: v.string(), }","observed return expressions: checkId","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"matters","conflictChecks","updateStatus","mutation","convex/conflictChecks.ts:37","src/pages/admin/AdminConflictChecker.tsx:43 (useMutation)","","","no explicit auth helper detected","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ checkId: v.id(""conflictChecks""), status: v.union(v.literal(""cleared""), v.literal(""conflict"")), notes: v.optional(v.string()), }","void/no explicit return","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"court","court","getPesi","query","convex/court.ts:9","src/pages/staff/StaffHearingsPage.tsx:46 (useQuery)","","","requireAuth","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ dateBs: v.optional(v.string()), court: v.optional(v.string()), }","observed return expressions: { available: false, message: ""Automated Pesi sync is not connected. Enter hearings manually or import when available."", items: [] as any[], }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
